"","city_state","city","state","year","lat","lng","Anti-American Indian or Alaska Native","Anti-Arab","Anti-Asian","Anti-Atheism/Agnosticism","Anti-Bisexual","Anti-Black or African American","Anti-Buddhist","Anti-Catholic","Anti-Eastern Orthodox (Russian, Greek, Other)","Anti-Female","Anti-Gay (Male)","Anti-Gender Non-Conforming","Anti-Heterosexual","Anti-Hindu","Anti-Hispanic or Latino","Anti-Islamic (Muslim)","Anti-Jehovah's Witness","Anti-Jewish","Anti-Lesbian (Female)","Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)","Anti-Male","Anti-Mental Disability","Anti-Mormon","Anti-Multiple Races, Group","Anti-Multiple Religions, Group","Anti-Native Hawaiian or Other Pacific Islander","Anti-Other Christian","Anti-Other Race/Ethnicity/Ancestry","Anti-Other Religion","Anti-Physical Disability","Anti-Protestant","Anti-Sikh","Anti-Transgender","Anti-White","Unknown (offender's motivation not known)","total_cases"
"12","Fort Smith, AR","Fort Smith","AR",2018,35.3493,-94.3695,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
"13","Springdale, AR","Springdale","AR",2018,36.1899,-94.1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"14","St. Johns, AZ","St. Johns","AZ",2018,34.5018,-109.3784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15","Flagstaff, AZ","Flagstaff","AZ",2018,35.1872,-111.6195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"16","Page, AZ","Page","AZ",2018,36.9426,-111.5071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"17","Avondale, AZ","Avondale","AZ",2018,33.3858,-112.3236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"18","Gilbert, AZ","Gilbert","AZ",2018,33.3101,-111.7463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"19","Glendale, AZ","Glendale","AZ",2018,33.5791,-112.2311,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"20","Mesa, AZ","Mesa","AZ",2018,33.4017,-111.718,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"21","Peoria, AZ","Peoria","AZ",2018,33.7844,-112.2989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"22","Phoenix, AZ","Phoenix","AZ",2018,33.5722,-112.0891,0,0,1,0,0,32,0,1,0,1,20,0,0,0,10,2,0,17,3,3,0,0,0,5,1,0,0,0,0,1,0,0,2,8,0,107
"23","Scottsdale, AZ","Scottsdale","AZ",2018,33.6872,-111.8651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"24","Surprise, AZ","Surprise","AZ",2018,33.68,-112.4524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25","Tempe, AZ","Tempe","AZ",2018,33.3881,-111.9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"26","Tucson, AZ","Tucson","AZ",2018,32.1545,-110.8782,0,0,0,0,0,6,0,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,17
"27","Coolidge, AZ","Coolidge","AZ",2018,32.9395,-111.5261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"28","Maricopa, AZ","Maricopa","AZ",2018,33.0404,-112.0006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"29","Prescott, AZ","Prescott","AZ",2018,34.585,-112.4475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"30","Yuma, AZ","Yuma","AZ",2018,32.5992,-114.5488,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,7
"31","Alameda, CA","Alameda","CA",2018,37.767,-122.2672,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"32","Albany, CA","Albany","CA",2018,37.8898,-122.3018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"33","Berkeley, CA","Berkeley","CA",2018,37.8723,-122.276,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,17
"34","Fremont, CA","Fremont","CA",2018,37.5265,-121.9852,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
"35","Hayward, CA","Hayward","CA",2018,37.6328,-122.0772,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"36","Livermore, CA","Livermore","CA",2018,37.6862,-121.7608,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"37","Newark, CA","Newark","CA",2018,37.5204,-122.0312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"38","Oakland, CA","Oakland","CA",2018,37.7903,-122.2165,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,15
"39","Pleasanton, CA","Pleasanton","CA",2018,37.6663,-121.8805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"40","San Leandro, CA","San Leandro","CA",2018,37.7071,-122.1601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"41","Union City, CA","Union City","CA",2018,37.603,-122.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"42","Gridley, CA","Gridley","CA",2018,39.3622,-121.6971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"43","Oroville, CA","Oroville","CA",2018,39.4999,-121.5634,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"44","Williams, CA","Williams","CA",2018,39.1498,-122.1389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"45","Antioch, CA","Antioch","CA",2018,37.9789,-121.7958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"46","Brentwood, CA","Brentwood","CA",2018,37.9355,-121.7191,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"47","Clayton, CA","Clayton","CA",2018,37.9403,-121.9301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"48","El Cerrito, CA","El Cerrito","CA",2018,37.9197,-122.3025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"49","Pinole, CA","Pinole","CA",2018,37.9931,-122.2834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"50","Pittsburg, CA","Pittsburg","CA",2018,38.0182,-121.8964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"51","Richmond, CA","Richmond","CA",2018,37.9477,-122.339,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,12
"52","San Pablo, CA","San Pablo","CA",2018,37.9628,-122.3425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"53","Walnut Creek, CA","Walnut Creek","CA",2018,37.9024,-122.0398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"54","San Ramon, CA","San Ramon","CA",2018,37.7625,-121.9365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"55","South Lake Tahoe, CA","South Lake Tahoe","CA",2018,38.9393,-119.9828,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"56","Clovis, CA","Clovis","CA",2018,36.8278,-119.6831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"57","Fresno, CA","Fresno","CA",2018,36.7831,-119.7941,0,0,3,0,0,12,0,0,0,0,3,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27
"58","Parlier, CA","Parlier","CA",2018,36.6087,-119.5434,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"59","Eureka, CA","Eureka","CA",2018,40.7942,-124.1568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"60","Arvin, CA","Arvin","CA",2018,35.1944,-118.8306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"61","Bakersfield, CA","Bakersfield","CA",2018,35.3529,-119.0359,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"62","Lakeport, CA","Lakeport","CA",2018,39.0392,-122.9218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"63","Clearlake, CA","Clearlake","CA",2018,38.959,-122.633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"64","Azusa, CA","Azusa","CA",2018,34.1386,-117.9124,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"65","Baldwin Park, CA","Baldwin Park","CA",2018,34.0829,-117.9721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"66","Bell, CA","Bell","CA",2018,33.9801,-118.1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"67","Bellflower, CA","Bellflower","CA",2018,33.888,-118.1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"68","Bell Gardens, CA","Bell Gardens","CA",2018,33.9663,-118.155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"69","Beverly Hills, CA","Beverly Hills","CA",2018,34.0786,-118.4021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"70","Burbank, CA","Burbank","CA",2018,34.1879,-118.3235,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,10
"71","Claremont, CA","Claremont","CA",2018,34.1259,-117.7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"72","Commerce, CA","Commerce","CA",2018,33.9963,-118.1519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"73","Compton, CA","Compton","CA",2018,33.893,-118.2275,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"74","West Hollywood, CA","West Hollywood","CA",2018,34.0882,-118.3718,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,12
"75","Santa Clarita, CA","Santa Clarita","CA",2018,34.4175,-118.4964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"76","Downey, CA","Downey","CA",2018,33.9379,-118.1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"77","El Monte, CA","El Monte","CA",2018,34.0739,-118.0291,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5
"78","El Segundo, CA","El Segundo","CA",2018,33.9169,-118.4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"79","Gardena, CA","Gardena","CA",2018,33.8944,-118.3073,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"80","Glendale, CA","Glendale","CA",2018,34.1818,-118.2468,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"81","Glendora, CA","Glendora","CA",2018,34.1449,-117.8468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"82","Hawaiian Gardens, CA","Hawaiian Gardens","CA",2018,33.8303,-118.0728,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"83","Hawthorne, CA","Hawthorne","CA",2018,33.9146,-118.3476,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6
"84","Calabasas, CA","Calabasas","CA",2018,34.1375,-118.6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"85","Malibu, CA","Malibu","CA",2018,34.0368,-118.7845,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"86","Huntington Park, CA","Huntington Park","CA",2018,33.98,-118.2167,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"87","Inglewood, CA","Inglewood","CA",2018,33.9566,-118.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"88","Lawndale, CA","Lawndale","CA",2018,33.8884,-118.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"89","Long Beach, CA","Long Beach","CA",2018,33.7981,-118.1675,0,0,0,0,0,5,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"90","Los Angeles, CA","Los Angeles","CA",2018,34.1139,-118.4068,0,3,8,0,0,56,0,1,0,0,61,1,0,3,46,4,1,50,4,9,0,0,0,3,1,0,1,5,2,0,0,0,9,14,0,282
"91","Lynwood, CA","Lynwood","CA",2018,33.924,-118.2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"92","Norwalk, CA","Norwalk","CA",2018,33.9069,-118.0829,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"93","Palmdale, CA","Palmdale","CA",2018,34.5944,-118.1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94","Paramount, CA","Paramount","CA",2018,33.8976,-118.1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"95","Pasadena, CA","Pasadena","CA",2018,34.1597,-118.139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"96","San Dimas, CA","San Dimas","CA",2018,34.1082,-117.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"97","San Gabriel, CA","San Gabriel","CA",2018,34.0948,-118.099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"98","Santa Monica, CA","Santa Monica","CA",2018,34.0232,-118.4813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"99","South Gate, CA","South Gate","CA",2018,33.9448,-118.1926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100","South Pasadena, CA","South Pasadena","CA",2018,34.1103,-118.1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"101","Torrance, CA","Torrance","CA",2018,33.8346,-118.3417,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"102","West Covina, CA","West Covina","CA",2018,34.0555,-117.9112,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"103","Carson, CA","Carson","CA",2018,33.8374,-118.2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"104","Lancaster, CA","Lancaster","CA",2018,34.6935,-118.1753,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,11
"105","San Rafael, CA","San Rafael","CA",2018,37.9905,-122.5222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"106","Fort Bragg, CA","Fort Bragg","CA",2018,39.4399,-123.8013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"107","Los Banos, CA","Los Banos","CA",2018,37.063,-120.8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"108","Monterey, CA","Monterey","CA",2018,36.5922,-121.8807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"109","Salinas, CA","Salinas","CA",2018,36.6884,-121.6317,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110","Seaside, CA","Seaside","CA",2018,36.6224,-121.8191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"111","American Canyon, CA","American Canyon","CA",2018,38.1796,-122.2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"112","Anaheim, CA","Anaheim","CA",2018,33.839,-117.8572,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"113","Brea, CA","Brea","CA",2018,33.9254,-117.8656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"114","Buena Park, CA","Buena Park","CA",2018,33.8572,-118.0046,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"115","Cypress, CA","Cypress","CA",2018,33.8171,-118.0386,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"116","Fountain Valley, CA","Fountain Valley","CA",2018,33.7105,-117.9514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"117","Garden Grove, CA","Garden Grove","CA",2018,33.7787,-117.9601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"118","Huntington Beach, CA","Huntington Beach","CA",2018,33.696,-118.0025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"119","Newport Beach, CA","Newport Beach","CA",2018,33.6151,-117.8669,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"120","Orange, CA","Orange","CA",2018,33.8038,-117.8218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"121","Placentia, CA","Placentia","CA",2018,33.8807,-117.8553,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"122","San Clemente, CA","San Clemente","CA",2018,33.4498,-117.6103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
