"","city_state","city","state","year","lat","lng","Anti-American Indian or Alaska Native","Anti-Arab","Anti-Asian","Anti-Atheism/Agnosticism","Anti-Bisexual","Anti-Black or African American","Anti-Buddhist","Anti-Catholic","Anti-Eastern Orthodox (Russian, Greek, Other)","Anti-Female","Anti-Gay (Male)","Anti-Gender Non-Conforming","Anti-Heterosexual","Anti-Hindu","Anti-Hispanic or Latino","Anti-Islamic (Muslim)","Anti-Jehovah's Witness","Anti-Jewish","Anti-Lesbian (Female)","Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)","Anti-Male","Anti-Mental Disability","Anti-Mormon","Anti-Multiple Races, Group","Anti-Multiple Religions, Group","Anti-Native Hawaiian or Other Pacific Islander","Anti-Other Christian","Anti-Other Race/Ethnicity/Ancestry","Anti-Other Religion","Anti-Physical Disability","Anti-Protestant","Anti-Sikh","Anti-Transgender","Anti-White","Unknown (offender's motivation not known)","total_cases"
"13","Page, AZ","Page","AZ",2017,36.9426,-111.5071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"14","Avondale, AZ","Avondale","AZ",2017,33.3858,-112.3236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15","Chandler, AZ","Chandler","AZ",2017,33.2826,-111.8516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16","El Mirage, AZ","El Mirage","AZ",2017,33.5905,-112.3271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17","Gilbert, AZ","Gilbert","AZ",2017,33.3101,-111.7463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"18","Glendale, AZ","Glendale","AZ",2017,33.5791,-112.2311,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"19","Mesa, AZ","Mesa","AZ",2017,33.4017,-111.718,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"20","Phoenix, AZ","Phoenix","AZ",2017,33.5722,-112.0891,2,0,2,0,0,72,0,1,0,0,37,0,0,0,24,1,0,29,5,2,0,0,0,9,2,0,0,0,4,4,0,0,4,21,0,219
"21","Scottsdale, AZ","Scottsdale","AZ",2017,33.6872,-111.8651,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"22","Wickenburg, AZ","Wickenburg","AZ",2017,33.9837,-112.7668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"23","Tucson, AZ","Tucson","AZ",2017,32.1545,-110.8782,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"24","Cottonwood, AZ","Cottonwood","AZ",2017,34.7192,-112.0014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"25","Yuma, AZ","Yuma","AZ",2017,32.5992,-114.5488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"26","Alameda, CA","Alameda","CA",2017,37.767,-122.2672,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
"27","Albany, CA","Albany","CA",2017,37.8898,-122.3018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"28","Berkeley, CA","Berkeley","CA",2017,37.8723,-122.276,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,3,1,4,0,0,0,0,0,1,0,1,1,0,0,0,0,4,0,23
"29","Fremont, CA","Fremont","CA",2017,37.5265,-121.9852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"30","Hayward, CA","Hayward","CA",2017,37.6328,-122.0772,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"31","Livermore, CA","Livermore","CA",2017,37.6862,-121.7608,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"32","Newark, CA","Newark","CA",2017,37.5204,-122.0312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"33","Oakland, CA","Oakland","CA",2017,37.7903,-122.2165,1,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,5,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,18
"34","Piedmont, CA","Piedmont","CA",2017,37.8226,-122.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"35","San Leandro, CA","San Leandro","CA",2017,37.7071,-122.1601,1,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10
"36","Union City, CA","Union City","CA",2017,37.603,-122.0187,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"37","Dublin, CA","Dublin","CA",2017,37.7161,-121.8963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"38","Chico, CA","Chico","CA",2017,39.7575,-121.8152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"39","Paradise, CA","Paradise","CA",2017,39.7558,-121.6063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"40","Antioch, CA","Antioch","CA",2017,37.9789,-121.7958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"41","Brentwood, CA","Brentwood","CA",2017,37.9355,-121.7191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"42","Concord, CA","Concord","CA",2017,37.9722,-122.0016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"43","Pleasant Hill, CA","Pleasant Hill","CA",2017,37.954,-122.0759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"44","Richmond, CA","Richmond","CA",2017,37.9477,-122.339,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"45","Martinez, CA","Martinez","CA",2017,37.9985,-122.116,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"46","San Ramon, CA","San Ramon","CA",2017,37.7625,-121.9365,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"47","Crescent City, CA","Crescent City","CA",2017,41.7727,-124.1902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"48","South Lake Tahoe, CA","South Lake Tahoe","CA",2017,38.9393,-119.9828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"49","Fresno, CA","Fresno","CA",2017,36.7831,-119.7941,1,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,13
"50","Reedley, CA","Reedley","CA",2017,36.5987,-119.4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"51","Orland, CA","Orland","CA",2017,39.7461,-122.1856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"52","Arcata, CA","Arcata","CA",2017,40.8615,-124.0757,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"53","Bakersfield, CA","Bakersfield","CA",2017,35.3529,-119.0359,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"54","Taft, CA","Taft","CA",2017,35.1267,-119.4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"55","Corcoran, CA","Corcoran","CA",2017,36.0839,-119.561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"56","Lakeport, CA","Lakeport","CA",2017,39.0392,-122.9218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"57","Clearlake, CA","Clearlake","CA",2017,38.959,-122.633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"58","Alhambra, CA","Alhambra","CA",2017,34.084,-118.1355,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"59","Azusa, CA","Azusa","CA",2017,34.1386,-117.9124,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"60","Bell, CA","Bell","CA",2017,33.9801,-118.1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"61","Bellflower, CA","Bellflower","CA",2017,33.888,-118.1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"62","Bell Gardens, CA","Bell Gardens","CA",2017,33.9663,-118.155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"63","Beverly Hills, CA","Beverly Hills","CA",2017,34.0786,-118.4021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"64","Burbank, CA","Burbank","CA",2017,34.1879,-118.3235,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"65","Covina, CA","Covina","CA",2017,34.0903,-117.8817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"66","West Hollywood, CA","West Hollywood","CA",2017,34.0882,-118.3718,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9
"67","Santa Clarita, CA","Santa Clarita","CA",2017,34.4175,-118.4964,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,13
"68","Duarte, CA","Duarte","CA",2017,34.161,-117.9504,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"69","El Monte, CA","El Monte","CA",2017,34.0739,-118.0291,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"70","El Segundo, CA","El Segundo","CA",2017,33.9169,-118.4021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"71","Glendora, CA","Glendora","CA",2017,34.1449,-117.8468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"72","Malibu, CA","Malibu","CA",2017,34.0368,-118.7845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"73","Huntington Park, CA","Huntington Park","CA",2017,33.98,-118.2167,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"74","Inglewood, CA","Inglewood","CA",2017,33.9566,-118.3444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"75","Lakewood, CA","Lakewood","CA",2017,33.8471,-118.1221,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
"76","Lomita, CA","Lomita","CA",2017,33.7933,-118.3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"77","Long Beach, CA","Long Beach","CA",2017,33.7981,-118.1675,0,0,0,0,0,5,0,0,0,0,4,0,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"78","Los Angeles, CA","Los Angeles","CA",2017,34.1139,-118.4068,0,1,9,0,1,59,0,2,0,1,63,0,1,1,33,8,0,30,5,12,0,0,0,1,0,0,0,12,1,0,0,1,11,11,0,263
"79","Manhattan Beach, CA","Manhattan Beach","CA",2017,33.8895,-118.3972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"80","Monterey Park, CA","Monterey Park","CA",2017,34.0497,-118.1326,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"81","Norwalk, CA","Norwalk","CA",2017,33.9069,-118.0829,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"82","Palmdale, CA","Palmdale","CA",2017,34.5944,-118.1057,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"83","Pasadena, CA","Pasadena","CA",2017,34.1597,-118.139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
"84","Pico Rivera, CA","Pico Rivera","CA",2017,33.9902,-118.0888,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"85","Pomona, CA","Pomona","CA",2017,34.0585,-117.7626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"86","San Fernando, CA","San Fernando","CA",2017,34.2886,-118.4363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"87","San Gabriel, CA","San Gabriel","CA",2017,34.0948,-118.099,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"88","Santa Monica, CA","Santa Monica","CA",2017,34.0232,-118.4813,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"89","South Gate, CA","South Gate","CA",2017,33.9448,-118.1926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"90","Torrance, CA","Torrance","CA",2017,33.8346,-118.3417,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"91","Vernon, CA","Vernon","CA",2017,34.0019,-118.2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"92","Walnut, CA","Walnut","CA",2017,34.0334,-117.8593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93","West Covina, CA","West Covina","CA",2017,34.0555,-117.9112,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"94","Carson, CA","Carson","CA",2017,33.8374,-118.2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"95","Lancaster, CA","Lancaster","CA",2017,34.6935,-118.1753,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"96","Novato, CA","Novato","CA",2017,38.092,-122.5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"97","San Rafael, CA","San Rafael","CA",2017,37.9905,-122.5222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"98","Fort Bragg, CA","Fort Bragg","CA",2017,39.4399,-123.8013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
"99","Atwater, CA","Atwater","CA",2017,37.3543,-120.5981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"100","Merced, CA","Merced","CA",2017,37.3057,-120.4778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101","Gonzales, CA","Gonzales","CA",2017,36.506,-121.4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"102","Monterey, CA","Monterey","CA",2017,36.5922,-121.8807,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"103","Pacific Grove, CA","Pacific Grove","CA",2017,36.6192,-121.9255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"104","Salinas, CA","Salinas","CA",2017,36.6884,-121.6317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"105","St. Helena, CA","St. Helena","CA",2017,38.5063,-122.4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"106","Anaheim, CA","Anaheim","CA",2017,33.839,-117.8572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"107","Buena Park, CA","Buena Park","CA",2017,33.8572,-118.0046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"108","Costa Mesa, CA","Costa Mesa","CA",2017,33.6667,-117.9135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"109","Garden Grove, CA","Garden Grove","CA",2017,33.7787,-117.9601,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8
"110","Huntington Beach, CA","Huntington Beach","CA",2017,33.696,-118.0025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"111","Laguna Beach, CA","Laguna Beach","CA",2017,33.5448,-117.7612,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"112","La Habra, CA","La Habra","CA",2017,33.9278,-117.9513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"113","Newport Beach, CA","Newport Beach","CA",2017,33.6151,-117.8669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"114","Orange, CA","Orange","CA",2017,33.8038,-117.8218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"115","Placentia, CA","Placentia","CA",2017,33.8807,-117.8553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"116","San Clemente, CA","San Clemente","CA",2017,33.4498,-117.6103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"117","Santa Ana, CA","Santa Ana","CA",2017,33.7366,-117.8819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3
"118","Tustin, CA","Tustin","CA",2017,33.7309,-117.8106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"119","Westminster, CA","Westminster","CA",2017,33.7523,-117.9938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"120","Yorba Linda, CA","Yorba Linda","CA",2017,33.889,-117.7714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"121","Irvine, CA","Irvine","CA",2017,33.6772,-117.7738,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"122","Aliso Viejo, CA","Aliso Viejo","CA",2017,33.5792,-117.7289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
